Cód. UO;Categoria;Descrição categ.;Nome UO;Sigla UO;Data criação;Endereço;Compl. Endereço;Bairro;CEP;Cód. Município;Nome município;UF;DDD;Telefone;Ramal;Fax;e-mail;Porte;CNPJ;Unidade ativa;Situação Unidade;Descrição situação unidade;Horário início atend.;Horário fim atend.
5021140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BREJO SANTO          ;APSBST;29/09/2000;RUA CORONEL NICODEMOS, 61             ;;CENTRO       ;63260000       ;5025;BREJO SANTO        ;CE;88;35312082;;35312104;aps05021140@inss.gov.br;C;29979036100447;1;1;EM FUNCIONAMENTO;730;1530
5021180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL OROS                 ;APSORO;01/12/2011;RUA ILUMINADA, SN                     ;;CENTRO       ;63520000       ;5096;OROS               ;CE;88;35841566;;35841125;aps05021180@inss.gov.br;D;29979036143090;1;1;EM FUNCIONAMENTO;730;1530
5022030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CRATEÚS              ;APSCRA;29/09/2000;RUA DOM PEDRO II, 504                 ;;CENTRO       ;63700000       ;5042;CRATEUS            ;CE;88;36912002;;36912037;aps05022030@inss.gov.br;B;29979036005371;1;1;EM FUNCIONAMENTO;700;1700
5022060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAPIPOCA            ;APSIPP;29/09/2000;RUA PRESIDENTE ROOSEVELT 25           ;;CENTRO       ;62500000       ;5065;ITAPIPOCA          ;CE;88;36312510;;36312513;aps05022060@inss.gov.br;B;29979036005452;1;1;EM FUNCIONAMENTO;700;1700
5022090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SOBRAL               ;APSSOB;29/09/2000;AV LUCIA SABOIA 131                   ;;CENTRO       ;62010830       ;5130;SOBRAL             ;CE;88;36778400;;36778401;aps05022090@inss.gov.br;A;29979036106135;1;1;EM FUNCIONAMENTO;700;1600
5022130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TAUÁ                 ;APSTAU;19/08/2009;RUA JORNALISTA HELDER FEITOSA         ;S/N                 ;CENTRO       ;63660000       ;5134;TAUA               ;CE;88;34372102;;;aps05022130@inss.gov.br;D;29979036121282;1;1;EM FUNCIONAMENTO;700;1700
5022160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL FORQUILHA            ;APSFRQ;19/01/2012;AVENIDA CRIANÇA DANTE VALÉRIO         ;S/N                 ;CENTRO       ;62115000       ;5152;FORQUILHA          ;CE;88;36191108;;;aps05022160@inss.gov.br;D;29979036143413;1;1;EM FUNCIONAMENTO;700;1700
5022190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARIRÉ               ;APSCAR;11/10/2012;RUA CEFISA AGUIAR, S/N                ;;CENTRO       ;62184000       ;5031;CARIRE             ;CE;88;36461369;;36461387;aps05022190@inss.gov.br;D;29979036152080;1;1;EM FUNCIONAMENTO;700;1700
5022220;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CRUZ                 ;APSCRZ;05/04/2013;RUA GENECINO, S/N                     ;;CENTRO       ;62595000       ;5146;CRUZ               ;CE;88;36601189;;;aps05022220@inss.gov.br;D;29979036155853;1;1;EM FUNCIONAMENTO;730;1730
5022250;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MORRINHOS            ;APSMOR;05/07/2013;RUA PADRE JOÃO BATISTA, S/N           ;;CENTRO       ;62550000       ;5090;MORRINHOS          ;CE;;;;;aps05022250@inss.gov.br;D;29979036158100;1;4;EM PROCESS. INST;;
5022320;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IPUEIRAS             ;APSIPU;23/07/2012;ANTONIO ALVES DE OLIVEIRA             ;SN                  ;CENTRO       ;62230000       ;5060;IPUEIRAS           ;CE;88;36851332;;36851328;aps05022320@inss.gov.br;D;29979036148130;1;1;EM FUNCIONAMENTO;700;1700
6001020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPO GRANDE-26 DE AG;APSCGV;29/09/2000;R VINTE E SEIS DE AGOSTO, 347         ;;CENTRO       ;79002081       ;6026;CAMPO GRANDE       ;MS;67;40097605;;40097775;aps06001020@inss.gov.br;A;29979036063576;1;1;EM FUNCIONAMENTO;700;1700
6001050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPO GRANDE-PANTANAL;APSCAM;29/09/2000;R ANHANDUI, 113                       ;                    ;CENTRO       ;79002031       ;6026;CAMPO GRANDE       ;MS;67;33617686;;33611280;aps06001050@inss.gov.br;C;29979036107611;1;1;EM FUNCIONAMENTO;700;1700
6001080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COXIM                ;APSCOX;29/09/2000;R. VIRIATO BANDEIRA, 121              ;;CENTRO       ;79400000       ;6033;COXIM              ;MS;67;32911172;;32913448;aps06001080@inss.gov.br;C;29979036069000;1;1;EM FUNCIONAMENTO;700;1300
6001110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELA VISTA           ;APSBEL;08/10/2003;R. BARAO DE LADARIO, 1607             ;;CENTRO       ;79260000       ;6021;BELA VISTA         ;MS;67;34391999;;34391150;aps06001110@inss.gov.br;D;29979036069850;1;1;EM FUNCIONAMENTO;700;1300
6001140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JARDIM               ;APSJAR;08/10/2003;RUA MARECHAL RONDON, 604              ;;CENTRO       ;79240000       ;6050;JARDIM             ;MS;67;32512114;;32512095;aps06001140@inss.gov.br;D;29979036045837;1;1;EM FUNCIONAMENTO;700;1300
6001180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO VERDE DE MATO GRO;APSRVM;08/10/2003;R.BARAO DO RIO BRANCO, 472            ;;CENTRO       ;79480000       ;6074;RIO VERDE DE MATO G;MS;67;32924576;;32921264;aps06001180@inss.gov.br;D;29979036045160;1;1;EM FUNCIONAMENTO;700;1300
6001210;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COSTA RICA           ;APSCOS;26/02/2010;RUA JOSE NARCISO TOTO, 244            ;                    ;CENTRO       ;79550000       ;6113;COSTA RICA         ;MS;67;32475759;;32475758;aps06001210@inss.gov.br;D;29979036127051;1;1;EM FUNCIONAMENTO;700;1300
6021010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DOURADOS             ;APSDOU;29/09/2000;AV WEIMAR GONCALVES TORRES 3215       ;A                   ;CENTRO       ;79800023       ;6037;DOURADOS           ;MS;67;34215685;;34214696;aps06021010@inss.gov.br;A;29979036105082;1;1;EM FUNCIONAMENTO;700;1700
6021040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PONTA PORÃ           ;APSPON;29/09/2000;DUQUE DE CAXIAS, 940                  ;;CENTRO       ;79904690       ;6066;PONTA PORA         ;MS;67;34314811;;34314133;aps06021040@inss.gov.br;C;29979036045594;1;1;EM FUNCIONAMENTO;700;1700
6021070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DEODÁPOLIS           ;APSDEO;08/10/2003;AV.DOM PEDRO II, 875                  ;;CENTRO       ;79790000       ;6087;DEODAPOLIS         ;MS;67;34481188;;34481188;aps06021070@inss.gov.br;D;29979036105163;1;1;EM FUNCIONAMENTO;700;1300
6021100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IVINHEMA             ;APSIVI;08/10/2003;AV. BRASIL, 465                       ;;CENTRO       ;79740000       ;6047;IVINHEMA           ;MS;67;34421098;;34421016;aps06021100@inss.gov.br;D;29979036099767;1;1;EM FUNCIONAMENTO;700;1300
6021140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO BRILHANTE        ;APSRIO;08/10/2003;BENJAMIN CONSTANT, 1518               ;;CENTRO       ;79130000       ;6072;RIO BRILHANTE      ;MS;67;34527087;;34527087;aps06021140@inss.gov.br;D;29979036105406;1;1;EM FUNCIONAMENTO;700;1300
7001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL AFONSO CLÁUDIO       ;APSAFC;08/10/2003;RUA JOSE EUZEBIO CORREIA, 480         ;;;29600000       ;7001;AFONSO CLAUDIO     ;ES;27;37351522;;37352250;aps07001010@inss.gov.br;D;29979036076805;1;1;EM FUNCIONAMENTO;700;1700
7001040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CACHOEIRO DE ITAPEMIR;APSCAC;29/09/2000;R 25 DE MARCO                         ;116                 ;CENTRO       ;29300100       ;7012;CACHOEIRO DE ITAPEM;ES;28;35264519;;35264525;aps07001040@inss.gov.br;A;29979036005886;1;1;EM FUNCIONAMENTO;700;1700
7001070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GUARAPARI            ;APSGUA;29/09/2000;R SANTANA DO IAPO                     ;681                 ;MUQUICABA    ;29215020       ;7024;GUARAPARI          ;ES;27;32611331;;33611942;aps07001070@inss.gov.br;C;29979036064203;1;1;EM FUNCIONAMENTO;700;1700
7001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO MATEUS           ;APSSMT;29/09/2000;AV. JONES DOS SANTOS NEVES, 538       ;;CENTRO       ;29930930       ;7049;SAO MATEUS         ;ES;27;37632329;;37631104;aps07001100@inss.gov.br;C;29979036006262;1;1;EM FUNCIONAMENTO;700;1700
7001130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VITÓRIA              ;APSVIT;29/09/2000;AV.MAL MASCARENHAS DE MORAES, 1737    ;;MONTE BELO   ;29053245       ;7053;VITORIA            ;ES;27;33212377;;33212130;aps07001130@inss.gov.br;A;;1;1;EM FUNCIONAMENTO;700;1700
7001160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GUAÇUÍ               ;APSGUC;25/09/1992;AV. ESPÍRITO SANTO, 321               ;;CENTRO       ;29560000       ;7023;GUACUI             ;ES;28;35532212;;35532212;aps07001160@inss.gov.br;D;29979036086274;1;1;EM FUNCIONAMENTO;700;1700
7001200;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CASTELO              ;APSCAS;08/10/2003;RUA CORONEL FRANCISCO ATHAIDE, SN     ;;;29360000       ;7014;CASTELO            ;ES;28;35424422;;;aps07001200@inss.gov.br;D;29979036119547;1;1;EM FUNCIONAMENTO;700;1700
7001230;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJV;12/09/2011;AV MARECHAL MASCARENHAS DE MORAES 1737;;MONTE BELO   ;29053245       ;7053;VITORIA            ;ES;27;33212242;;;apsdj07001230@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1700
7001260;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO GABRIEL DA PALHA ;APSSGP;23/10/2012;RUA DANIEL COMBONI, SN                ;;CENTRO       ;29780000       ;7047;SAO GABRIEL DA PALH;ES;;;;;aps07001260@inss.gov.br;D;29979036152161;1;1;EM FUNCIONAMENTO;700;1300
7001290;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JAGUARÉ              ;APSJAG;15/05/2013;RUA ROSALINA COCCO, SN                ;;CENTRO       ;29950000       ;7055;JAGUARE            ;ES;;;;;aps07001290@inss.gov.br;D;29979036156663;1;1;EM FUNCIONAMENTO;800;1400
8001020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOIÂNIA-CIDADE JARDIM;APSGCJ;29/09/2000;AV NERO MACEDO , SHOPPING CIDADE JARDI;Nº 400              ;CIDADE JARDIM;74423250       ;8087;GOIANIA            ;GO;62;32250186;;32011243;aps08001020@inss.gov.br;C;29979036082520;1;1;EM FUNCIONAMENTO;800;1800
8001050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOIÂNIA-LESTE        ;APSGLE;29/09/2000;R D                                   ;LTS - 2 A 5         ;VILA VIANA   ;74635120       ;8087;GOIANIA            ;GO;62;36127217;;32613446;aps08001050@inss.gov.br;C;29979036083097;1;1;EM FUNCIONAMENTO;700;1700
8001080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOIÂNIA-UNIVERSITÁRIO;APSGUN;29/09/2000;R 261                                 ;Q-95, L-25A30, Nº699;SETOR LESTE U;74610250       ;8087;GOIANIA            ;GO;62;36127210;;2023422;aps08001080@inss.gov.br;C;29979036082287;1;1;EM FUNCIONAMENTO;700;1700
8001110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JATAÍ                ;APSJAT;29/09/2000;RUA SEBASTIÃO CINTRA                  ;Nº 612              ;SETOR CENTRAL;75800039       ;8117;JATAI              ;GO;64;36312561;;36313966;aps08001110@inss.gov.br;C;29979036007234;1;1;EM FUNCIONAMENTO;800;1500
8001140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ACREÚNA              ;APSACR;08/10/2003;RUA  M 5                              ;Nº 200 CJ PAINEIRAS ;SETOR CENTRAL;75960000       ;8223;ACREUNA            ;GO;64;36453404;;36454386;aps08001140@inss.gov.br;D;29979036101176;1;1;EM FUNCIONAMENTO;800;1400
8001180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PALMEIRAS DE GOIÁS   ;APSPLG;08/10/2003;RUA QUINTINO BOCAIÚVA                 ;Nº 76,    LT - 03   ;SETOR CENTRAL;76190000       ;8156;PALMEIRAS DE GOIAS ;GO;64;35713883;;35713884;aps08001180@inss.gov.br;D;29979036120634;1;1;EM FUNCIONAMENTO;800;1400
8001210;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO LUIS DE MONTES BE;APSSLM;08/10/2003;RUA RIO VERMELHO ESQ C/ JAVAES ST TREV;S/N                 ;SETOR CENTRAL;76100000       ;8200;SAO LUIS DE MONTES ;GO;64;36711417;;36711801;aps08001210@inss.gov.br;D;29979036088641;1;1;EM FUNCIONAMENTO;700;1700
8001240;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOIATUBA             ;APSGOB;24/02/2010;AV. CLOVIS RODRIGO DO VALE            ;QUADRA C LOTE 145   ;SETOR CENTRAL;75600000       ;8090;GOIATUBA           ;GO;64;34954800;;;aps08001240@inss.gov.br;D;29979036122092;1;1;EM FUNCIONAMENTO;800;1400
8001270;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAIAPÔNIA            ;APSCPA;10/04/2012;AV PLIN.GAYER C MAJ MILHOMEM Q 30 L03/;ST N CAIAPONIA      ;;75850000       ;8044;CAIAPONIA          ;GO;64;36127349;;;aps08001270@inss.gov.br;D;29979036150975;1;1;EM FUNCIONAMENTO;800;1400
8021030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CATALÃO              ;APSCAT;29/09/2000;RUA MÁRIO CERQUEIRA NETO              ;Nº 125              ;SAO JOAO     ;75703010       ;8051;CATALAO            ;GO;64;34414253;;34414171;aps08021030@inss.gov.br;B;29979036053503;1;1;EM FUNCIONAMENTO;800;1600
8021060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MUNICIPIO DE GOIÁS   ;APSGOI;29/09/2000;RUA DR. COUTO MAGALHÃES               ;Nº 32               ;SETOR CENTRAL;76600000       ;8089;GOIAS              ;GO;62;33711241;;33711241;aps08021060@inss.gov.br;C;29979036007153;1;1;EM FUNCIONAMENTO;700;1500
8021090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL INHUMAS              ;APSINH;08/10/2003;RUA JOAQUIM PEDRO VAZ,                ;Nº 400-A            ;SETOR CENTRAL;75400000       ;8098;INHUMAS            ;GO;62;35141088;;35112553;aps08021090@inss.gov.br;D;29979036096075;1;1;EM FUNCIONAMENTO;800;1400
8021130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NIQUELÂNDIA          ;APSNIQ;08/10/2003;AV.  BRASIL                           ;151                 ;SETOR CENTRAL;76420000       ;8145;NIQUELANDIA        ;GO;62;33541188;;33547250;aps08021130@inss.gov.br;D;29979036077607;1;1;EM FUNCIONAMENTO;800;1400
8021160;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJA;12/09/2011;R MANOEL D ABADIA                     ;Nº 209              ;SETOR CENTRAL;75020030       ;8011;ANAPOLIS           ;GO;62;33210152;;;apsdj08021160@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1800
8021190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITABERAÍ             ;APSITA;14/02/2012;RUA 21, QUADRA 34, LOTE 14,           ;BAIRRO JARDIM CABRAL;;76630000       ;8102;ITABERAI           ;GO;62;33752028;;;aps08021190@inss.gov.br;D;29979036144223;1;1;EM FUNCIONAMENTO;800;1400
8021220;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO MIGUEL DO ARAGUAI;APSSMA;08/06/2012;AVENIDA JOSÉ SILVA DOS SANTOS         ;VILA SÃO JOÃO       ;;76590000       ;8201;SAO MIGUEL DO ARAGU;GO;62;33642778;;33642766;aps08021220@inss.gov.br;D;29979036146358;1;1;EM FUNCIONAMENTO;800;1400
8021250;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PIRACANJUBA          ;APSPRC;29/06/2012;RUA DAS PAINEIRAS,  QD-04 LT-10       ;JD. DAS PRIMAVERAS  ;SETOR CENTRAL;75640000       ;8170;PIRACANJUBA        ;GO;64;34055195;;;aps08021250@inss.gov.br;D;29979036149616;1;1;EM FUNCIONAMENTO;800;1400
9001030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CHAPADINHA           ;APSCHA;29/09/2000;RUA CORONEL PEDRO MATA S/N            ;;CENTRO       ;65500000       ;9031;CHAPADINHA         ;MA;98;34711621;;;aps09001030@inss.gov.br;C;29979036109231;1;1;EM FUNCIONAMENTO;700;1700
9001060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PEDREIRAS            ;APSPED;29/09/2000;RUA CRESCÊNCIO  RAPÔSO, 739           ;;CENTRO       ;65725000       ;9081;PEDREIRAS          ;MA;99;6421306;;;aps09001060@inss.gov.br;C;29979036007900;1;1;EM FUNCIONAMENTO;700;1700
9001090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO LUÍS-BOM MENINO  ;APSBMN;29/09/2000;AV SENADOR VITORINO FREIRE -AN VIARIO ;29                  ;AREINHA      ;65030015       ;9111;SAO LUIS           ;MA;98;32321832;;32321832;aps09001090@inss.gov.br;A;29979036066834;1;1;EM FUNCIONAMENTO;700;1700
9001120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO LUÍS-NAZARÉ      ;APSNAZ;29/09/2000;AV JERONIMO DE ALBUQUERQUE, Nº 977    ;Nº 977              ;ANGELIM      ;65060641       ;9111;SAO LUIS           ;MA;98;32314032;;32314939;aps09001120@inss.gov.br;C;29979036108936;1;1;EM FUNCIONAMENTO;700;1700
9001150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COELHO NETO          ;APSCOE;08/10/2003;AV. WALTER BRITO, 31                  ;;CENTRO       ;65620000       ;9033;COELHO NETO        ;MA;98;34731285;;34731285;aps09001150@inss.gov.br;D;29979036095699;1;1;EM FUNCIONAMENTO;700;1700
9001200;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CURURUPU             ;APSCUR;22/03/2010;RUA RIO BRANCO S/N                    ;BAIRRO ARMAZEM      ;CENTRO       ;65268000       ;9036;CURURUPU           ;MA;98;33911106;;;aps09001200@inss.gov.br;D;29979036134694;1;1;EM FUNCIONAMENTO;730;1730
9001230;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PENALVA              ;APSPEN;08/06/2012;RUA ANGELICA                          ;S/N                 ;CENTRO       ;65213000       ;9082;PENALVA            ;MA;98;33581615;;33581783;aps09001230@inss.gov.br;D;29979036148806;1;1;EM FUNCIONAMENTO;730;1730
9001260;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TIMBIRAS             ;APSTIM;26/11/2012;RUA PREFEITO MANOEL MESQUITA, S/N     ;;CENTRO       ;65420000       ;9118;TIMBIRAS           ;MA;99;36681549;;36681049;aps09001260@inss.gov.br;D;29979036153567;1;1;EM FUNCIONAMENTO;730;1730
9021010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARRA DO CORDA       ;APSBCD;29/09/2000;RUA ISAAC MARTINS, Nº 1250            ;;CENTRO       ;65950000       ;9016;BARRA DO CORDA     ;MA;99;36432847;;36432847;aps09021010@inss.gov.br;C;29979036102300;1;1;EM FUNCIONAMENTO;700;1700
9021040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SANTA INÊS           ;APSSAN;29/09/2000;RUA DO AEROPORTO SN                   ;;CENTRO       ;65300000       ;9129;SANTA INES         ;MA;98;36531368;;36531632;aps09021040@inss.gov.br;C;29979036078093;1;1;EM FUNCIONAMENTO;700;1700
9021080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PRESIDENTE DUTRA     ;APSPRE;07/02/2001;TRAVESSA 06 Nº 01 VILA MILITAR        ;;CENTRO       ;65760000       ;9090;PRESIDENTE DUTRA   ;MA;99;36630912;;36630913;aps09021080@inss.gov.br;D;29979036102229;1;1;EM FUNCIONAMENTO;800;1800
9021110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ESTREITO             ;APSEST;12/09/2011;RUA PRESIDENTE JOSE SARNEY, S/N       ;BAIRRO PLANALTO I   ;;65975000       ;9132;ESTREITO           ;MA;99;35316301;;;aps09021110@inss.gov.br;D;29979036142875;1;1;EM FUNCIONAMENTO;700;1700
9021140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOVERNADOR NUNES FREI;APSGNF;30/03/2012;RUA DA COLONE                         ;PRAÇA DO TRABALHADOR;CENTRO       ;65284000       ;9169;GOVERNADOR NUNES FR;MA;98;33711936;;;aps09021140@inss.gov.br;D;29979036148644;1;1;EM FUNCIONAMENTO;800;1800
10001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARRA DO GARÇAS      ;APSBGA;29/09/2000;RUA XV DE NOVEMBRO S/N ESQ/RUA LEONARD;CENTRO              ;CENTRO       ;78600000       ;10018;BARRA DO GARCAS    ;MT;66;34011566;;34017024;aps10001010@inss.gov.br;C;29979036044601;1;1;EM FUNCIONAMENTO;700;1700
10001040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CUIABÁ-COXIPÓ        ;APSCXP;29/09/2000;R PAU BRASIL S/N                      ;;JARDIM DAS PA;78080200       ;10034;CUIABA             ;MT;65;39281520;;36614355;aps10001040@inss.gov.br;C;29979036088056;1;1;EM FUNCIONAMENTO;700;1500
10001070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RONDONÓPOLIS         ;APSRON;29/09/2000;RUA ARNALDO ESTEVAM DE FIGUEIREDO, 883;;CENTRO       ;78700150       ;10076;RONDONOPOLIS       ;MT;66;34233310;;34235860;aps10001070@inss.gov.br;B;29979036008800;1;1;EM FUNCIONAMENTO;700;1400
10001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VÁRZEA GRANDE        ;APSVZG;29/09/2000;AV CASTELO BRANCO S/Nº                ;AGUA LIMPA          ;CENTRO SUL   ;78110002       ;10084;VARZEA GRANDE      ;MT;65;36861299;;36862433;aps10001100@inss.gov.br;B;29979036087912;1;1;EM FUNCIONAMENTO;700;1700
10001130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ALTO ARAGUAIA        ;APSALT;08/10/2003;AV. CARLOS HUGUENEY Nº 622            ;;CENTRO       ;78780000       ;10003;ALTO ARAGUAIA      ;MT;66;34811272;;34811208;aps10001130@inss.gov.br;D;29979036088560;1;1;EM FUNCIONAMENTO;700;1300
10001160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JUARA C              ;APSJUA;06/09/2001;RUA ANITA GARIBALDE, 93 W-JD BOA VISTA; LOTE 13            ;CENTRO       ;78575000       ;10122;JUARA              ;MT;66;35561573;;35561991;apsjuara@previdencia.go;D;29979036079901;1;1;EM FUNCIONAMENTO;700;1300
10001210;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NOVA XAVANTINA       ;APSNVX;08/10/2003;RUA SÃO LUIS Nº 15                    ;BAIRRO:CENTRO       ;CENTRO       ;78690000       ;10111;NOVA XAVANTINA     ;MT;66;34381575;;34381213;aps10001210@inss.gov.br;D;29979036073296;1;1;EM FUNCIONAMENTO;700;1300
10001240;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PONTES E LACERDA     ;APSPON;08/10/2003;RUA TEREZINHA COURA GARBIN Nº 1529    ;BAIRRO SÃO JOSÉ     ;;78250000       ;10104;PONTES E LACERDA   ;MT;65;32661789;;32661935;aps10001240@inss.gov.br;D;29979036094617;1;1;EM FUNCIONAMENTO;700;1300
10001270;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ROSÁRIO DO OESTE     ;APSROS;06/09/2001;AVENIDA HUMBERTO CASTELO BRANCO Nº 45 ;BAIRRO Nª SRª APAREC;;78470000       ;10077;ROSARIO OESTE      ;MT;65;33561120;;33561477;aps10001270@inss.gov.br;D;29979036093726;1;1;EM FUNCIONAMENTO;700;1300
10001300;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MATUPÁ C             ;APSMTP;22/06/2004;RUA, 2. Nº 701                        ;;CENTRO       ;78525000       ;10157;MATUPA             ;MT;66;35951151;;35951151;apsmtp@previdencia.gov.;D;29979036103110;1;1;EM FUNCIONAMENTO;700;1300
10001330;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARRA DO BUGRES      ;APSBGR;12/09/2011;AV HITLER SANSAO ESQ R CELSO P BORGUET; SN                 ;CENTRO       ;78390000       ;10017;BARRA DO BUGRES    ;MT;65;33614065;;;aps10001330@inss.gov.br;D;29979036142956;1;1;EM FUNCIONAMENTO;700;1300
10001360;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LUCAS DO RIO VERDE C ;APSLRV;12/09/2011;RUA PARANAPANEMA LT11 QDA 71-A        ;B. JD. PALMEIRAS    ;CENTRO       ;78455000       ;10156;LUCAS DO RIO VERDE ;MT;65;35495128;;;;D;29979036138410;1;1;EM FUNCIONAMENTO;700;1300
10001400;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COLNIZA C            ;APSCNZ;11/06/2012;AVENIDA DO CONTORNO LT 22 A QD 02     ;;CENTRO       ;78335000       ;10193;COLNIZA            ;MT;66;35711552;;;aps10001400@inss.gov.br;D;29979036146781;1;1;EM FUNCIONAMENTO;700;1300
10021030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COLÍDER              ;APSCOL;03/12/2012;AV. COLONIZADOR 404 SETOR LESTE       ;;CENTRO       ;78500000       ;10099;COLIDER            ;MT;66;35412004;;35412112;aps10021030@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;700;1300
